Gap_ID,Gap_Type,Start,End,Duration_Seconds,Previous_Segment_ID,Next_Segment_ID,Machine_Disposition,Human_Classification,Reviewer_A,Reviewer_B,Adjudication,Review_Status
G-0001,Lead,00:00:00.000,00:00:01.060,1.060,,S-0001,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0736,Internal,00:36:52.770,00:36:52.870,0.100,S-0887,S-0888,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0737,Internal,00:36:57.210,00:36:57.310,0.100,S-0889,S-0890,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0738,Internal,00:37:01.050,00:37:01.810,0.760,S-0890,S-0891,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0739,Internal,00:37:03.810,00:37:03.890,0.080,S-0891,S-0892,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0740,Internal,00:37:04.650,00:37:04.750,0.100,S-0892,S-0893,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0741,Internal,00:37:05.510,00:37:05.590,0.080,S-0893,S-0894,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0742,Internal,00:37:07.370,00:37:07.590,0.220,S-0894,S-0895,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0743,Internal,00:37:08.150,00:37:08.810,0.660,S-0895,S-0896,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0744,Internal,00:37:09.690,00:37:09.810,0.120,S-0896,S-0897,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0745,Internal,00:37:10.550,00:37:12.190,1.640,S-0897,S-0898,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0746,Internal,00:37:13.450,00:37:13.530,0.080,S-0898,S-0899,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0747,Internal,00:37:15.230,00:37:15.470,0.240,S-0899,S-0900,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0748,Internal,00:37:17.810,00:37:17.930,0.120,S-0900,S-0901,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0749,Internal,00:37:19.930,00:37:19.950,0.020,S-0901,S-0902,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0750,Internal,00:37:20.050,00:37:20.330,0.280,S-0902,S-0903,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0751,Internal,00:37:20.850,00:37:21.170,0.320,S-0903,S-0904,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0752,Internal,00:37:23.070,00:37:23.870,0.800,S-0904,S-0905,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0753,Internal,00:37:26.190,00:37:26.570,0.380,S-0906,S-0907,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0754,Internal,00:37:27.650,00:37:29.230,1.580,S-0907,S-0908,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0755,Internal,00:37:30.230,00:37:30.350,0.120,S-0908,S-0909,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0756,Internal,00:37:32.690,00:37:32.830,0.140,S-0909,S-0910,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0757,Internal,00:37:34.010,00:37:34.290,0.280,S-0910,S-0911,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0758,Internal,00:37:36.470,00:37:38.480,2.010,S-0911,S-0912,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0759,Internal,00:37:39.480,00:37:39.860,0.380,S-0912,S-0913,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0760,Internal,00:37:40.440,00:37:40.460,0.020,S-0913,S-0914,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0761,Internal,00:37:42.180,00:37:42.280,0.100,S-0914,S-0915,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0762,Internal,00:37:44.320,00:37:44.880,0.560,S-0915,S-0916,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0763,Internal,00:37:45.720,00:37:45.780,0.060,S-0916,S-0917,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0764,Internal,00:37:46.400,00:37:48.160,1.760,S-0917,S-0918,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0765,Internal,00:37:49.340,00:37:49.380,0.040,S-0918,S-0919,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0766,Internal,00:37:51.200,00:37:51.520,0.320,S-0919,S-0920,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0767,Internal,00:37:52.380,00:37:52.700,0.320,S-0920,S-0921,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0768,Internal,00:37:54.780,00:37:55.100,0.320,S-0922,S-0923,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0769,Internal,00:37:57.420,00:37:57.500,0.080,S-0923,S-0924,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0770,Internal,00:37:58.220,00:37:58.320,0.100,S-0924,S-0925,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0771,Internal,00:37:59.540,00:37:59.900,0.360,S-0925,S-0926,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0772,Internal,00:38:02.260,00:38:02.600,0.340,S-0926,S-0927,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0773,Internal,00:38:04.100,00:38:04.200,0.100,S-0927,S-0928,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0774,Internal,00:38:05.000,00:38:05.460,0.460,S-0928,S-0929,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0775,Internal,00:38:15.760,00:38:16.120,0.360,S-0930,S-0931,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0776,Internal,00:38:16.940,00:38:18.050,1.110,S-0931,S-0932,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0777,Internal,00:38:18.670,00:38:18.730,0.060,S-0932,S-0933,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0778,Internal,00:38:19.110,00:38:19.740,0.630,S-0933,S-0934,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0779,Internal,00:38:19.900,00:38:21.700,1.800,S-0934,S-0935,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0780,Internal,00:38:22.520,00:38:22.760,0.240,S-0935,S-0936,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0781,Internal,00:38:24.260,00:38:26.820,2.560,S-0936,S-0937,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0782,Internal,00:38:28.880,00:38:29.000,0.120,S-0937,S-0938,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0783,Internal,00:38:30.000,00:38:30.120,0.120,S-0938,S-0939,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0784,Internal,00:38:35.720,00:38:35.760,0.040,S-0940,S-0941,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0785,Internal,00:38:37.340,00:38:37.400,0.060,S-0941,S-0942,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0786,Internal,00:38:38.280,00:38:38.340,0.060,S-0942,S-0943,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0787,Internal,00:38:38.660,00:38:39.060,0.400,S-0943,S-0944,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0788,Internal,00:38:40.540,00:38:40.580,0.040,S-0944,S-0945,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0789,Internal,00:38:44.480,00:38:44.560,0.080,S-0946,S-0947,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0790,Internal,00:38:45.580,00:38:45.660,0.080,S-0947,S-0948,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0791,Internal,00:38:47.460,00:38:47.560,0.100,S-0948,S-0949,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0792,Internal,00:38:48.740,00:38:50.080,1.340,S-0949,S-0950,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0793,Internal,00:38:51.380,00:38:51.980,0.600,S-0950,S-0951,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0794,Internal,00:38:52.500,00:38:52.580,0.080,S-0951,S-0952,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0795,Internal,00:38:53.800,00:38:54.040,0.240,S-0952,S-0953,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0796,Internal,00:38:55.620,00:38:56.660,1.040,S-0953,S-0954,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0797,Internal,00:38:59.660,00:38:59.820,0.160,S-0954,S-0955,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0798,Internal,00:39:01.760,00:39:01.860,0.100,S-0955,S-0956,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0799,Internal,00:39:03.160,00:39:03.280,0.120,S-0956,S-0957,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0800,Internal,00:39:05.480,00:39:08.510,3.030,S-0957,S-0958,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0801,Internal,00:39:11.300,00:39:11.500,0.200,S-0958,S-0959,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0802,Internal,00:39:11.880,00:39:11.900,0.020,S-0959,S-0960,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0803,Internal,00:39:13.120,00:39:13.790,0.670,S-0960,S-0961,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0804,Internal,00:39:13.970,00:39:14.150,0.180,S-0961,S-0962,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0805,Internal,00:39:23.630,00:39:24.150,0.520,S-0962,S-0963,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0806,Internal,00:39:25.850,00:39:26.150,0.300,S-0963,S-0964,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0807,Internal,00:39:28.910,00:39:30.970,2.060,S-0964,S-0965,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0808,Internal,00:39:33.550,00:39:33.870,0.320,S-0965,S-0966,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0809,Internal,00:39:55.030,00:39:55.110,0.080,S-0969,S-0970,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0810,Internal,00:39:57.410,00:39:59.830,2.420,S-0970,S-0971,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0811,Internal,00:40:09.560,00:40:10.360,0.800,S-0973,S-0974,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0812,Internal,00:40:13.120,00:40:17.380,4.260,S-0974,S-0975,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0813,Internal,00:40:19.020,00:40:19.080,0.060,S-0975,S-0976,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0814,Internal,00:40:20.120,00:40:20.990,0.870,S-0976,S-0977,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0815,Internal,00:40:22.590,00:40:25.890,3.300,S-0977,S-0978,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0816,Internal,00:40:26.290,00:40:26.810,0.520,S-0978,S-0979,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0817,Internal,00:40:29.450,00:40:30.070,0.620,S-0979,S-0980,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0818,Internal,00:40:33.730,00:40:34.410,0.680,S-0980,S-0981,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0819,Internal,00:40:35.190,00:40:36.560,1.370,S-0981,S-0982,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0820,Internal,00:40:38.820,00:40:39.020,0.200,S-0982,S-0983,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0821,Internal,00:40:41.040,00:40:41.080,0.040,S-0983,S-0984,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0822,Internal,00:40:50.230,00:40:51.290,1.060,S-0985,S-0986,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0823,Internal,00:40:54.710,00:40:56.120,1.410,S-0986,S-0987,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0824,Internal,00:41:03.400,00:41:04.230,0.830,S-0987,S-0988,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0825,Internal,00:41:08.510,00:41:09.160,0.650,S-0988,S-0989,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0826,Internal,00:41:10.320,00:41:11.420,1.100,S-0989,S-0990,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0827,Internal,00:41:14.770,00:41:21.730,6.960,S-0990,S-0991,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0828,Internal,00:41:23.290,00:41:23.850,0.560,S-0991,S-0992,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0829,Internal,00:41:29.980,00:41:30.340,0.360,S-0992,S-0993,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0830,Internal,00:41:43.140,00:41:43.380,0.240,S-0993,S-0994,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0831,Internal,00:41:49.590,00:41:49.950,0.360,S-0994,S-0995,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0832,Internal,00:42:06.690,00:42:09.020,2.330,S-0996,S-0997,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0833,Internal,00:42:10.920,00:42:12.110,1.190,S-0997,S-0998,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0834,Internal,00:42:14.720,00:42:15.510,0.790,S-0999,S-1000,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0835,Internal,00:42:22.420,00:42:22.660,0.240,S-1004,S-1005,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0836,Internal,00:42:22.940,00:42:23.260,0.320,S-1005,S-1006,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0837,Internal,00:42:25.980,00:42:27.130,1.150,S-1008,S-1009,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0838,Internal,00:42:28.290,00:42:29.260,0.970,S-1010,S-1011,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0839,Internal,00:42:30.120,00:42:30.660,0.540,S-1011,S-1012,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0840,Internal,00:42:32.880,00:42:33.000,0.120,S-1012,S-1013,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0841,Internal,00:42:34.400,00:42:34.660,0.260,S-1014,S-1015,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0842,Internal,00:42:39.220,00:42:39.580,0.360,S-1018,S-1019,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0843,Internal,00:42:43.650,00:42:49.790,6.140,S-1021,S-1022,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0844,Internal,00:42:53.270,00:42:53.710,0.440,S-1024,S-1025,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0845,Internal,00:42:56.250,00:42:58.430,2.180,S-1026,S-1027,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0846,Internal,00:43:01.090,00:43:02.710,1.620,S-1028,S-1029,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0847,Internal,00:43:05.830,00:43:05.970,0.140,S-1029,S-1030,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0848,Internal,00:43:11.740,00:43:11.800,0.060,S-1031,S-1032,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0849,Internal,00:43:12.160,00:43:13.600,1.440,S-1032,S-1033,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0850,Internal,00:43:14.540,00:43:14.640,0.100,S-1033,S-1034,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0851,Internal,00:43:16.000,00:43:16.480,0.480,S-1034,S-1035,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0852,Internal,00:43:16.860,00:43:17.180,0.320,S-1035,S-1036,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0853,Internal,00:43:23.920,00:43:23.980,0.060,S-1039,S-1040,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0854,Internal,00:43:25.960,00:43:26.700,0.740,S-1041,S-1042,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0855,Internal,00:43:28.900,00:43:28.940,0.040,S-1042,S-1043,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0856,Internal,00:43:31.100,00:43:32.330,1.230,S-1044,S-1045,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0857,Internal,00:43:32.510,00:43:32.990,0.480,S-1045,S-1046,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0858,Internal,00:43:34.530,00:43:34.870,0.340,S-1046,S-1047,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0859,Internal,00:43:36.910,00:43:37.010,0.100,S-1048,S-1049,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0860,Internal,00:43:38.030,00:43:38.110,0.080,S-1050,S-1051,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0861,Internal,00:43:38.630,00:43:38.730,0.100,S-1051,S-1052,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0862,Internal,00:43:40.350,00:43:42.040,1.690,S-1053,S-1054,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0863,Internal,00:43:44.500,00:43:44.620,0.120,S-1055,S-1056,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0864,Internal,00:43:46.000,00:43:46.790,0.790,S-1057,S-1058,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0865,Internal,00:43:47.250,00:43:47.310,0.060,S-1058,S-1059,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0866,Internal,00:43:51.360,00:43:52.300,0.940,S-1062,S-1063,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0867,Internal,00:43:53.360,00:43:54.680,1.320,S-1064,S-1065,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0868,Internal,00:43:57.200,00:43:57.700,0.500,S-1066,S-1067,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0869,Internal,00:44:00.200,00:44:00.690,0.490,S-1067,S-1068,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0870,Internal,00:44:00.990,00:44:01.980,0.990,S-1068,S-1069,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0871,Internal,00:44:04.480,00:44:05.570,1.090,S-1072,S-1073,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0872,Internal,00:44:06.990,00:44:07.110,0.120,S-1073,S-1074,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0873,Internal,00:44:09.550,00:44:09.630,0.080,S-1076,S-1077,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0874,Internal,00:44:11.090,00:44:11.110,0.020,S-1078,S-1079,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0875,Internal,00:44:12.210,00:44:12.610,0.400,S-1079,S-1080,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0876,Internal,00:44:14.190,00:44:14.910,0.720,S-1080,S-1081,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0877,Internal,00:44:15.730,00:44:18.230,2.500,S-1081,S-1082,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0878,Internal,00:44:21.010,00:44:21.450,0.440,S-1082,S-1083,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0879,Internal,00:44:23.250,00:44:23.350,0.100,S-1083,S-1084,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0880,Internal,00:44:24.510,00:44:24.610,0.100,S-1084,S-1085,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0881,Internal,00:44:28.070,00:44:28.150,0.080,S-1087,S-1088,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0882,Internal,00:44:28.970,00:44:29.530,0.560,S-1089,S-1090,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0883,Internal,00:44:31.650,00:44:32.470,0.820,S-1090,S-1091,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0884,Internal,00:44:32.810,00:44:32.890,0.080,S-1091,S-1092,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0885,Internal,00:44:34.730,00:44:34.770,0.040,S-1093,S-1094,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0886,Internal,00:44:38.110,00:44:39.350,1.240,S-1098,S-1099,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0887,Internal,00:44:40.710,00:44:41.500,0.790,S-1100,S-1101,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0888,Internal,00:44:41.700,00:44:41.780,0.080,S-1101,S-1102,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0889,Internal,00:44:42.940,00:44:43.180,0.240,S-1102,S-1103,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0890,Internal,00:44:50.490,00:44:50.570,0.080,S-1106,S-1107,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0891,Internal,00:44:52.010,00:44:55.490,3.480,S-1108,S-1109,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0892,Internal,00:44:57.510,00:44:57.550,0.040,S-1109,S-1110,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0893,Internal,00:44:59.290,00:44:59.350,0.060,S-1111,S-1112,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0894,Internal,00:45:00.130,00:45:00.910,0.780,S-1112,S-1113,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0895,Internal,00:45:03.650,00:45:03.750,0.100,S-1115,S-1116,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0896,Internal,00:45:06.010,00:45:06.270,0.260,S-1117,S-1118,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0897,Internal,00:45:07.950,00:45:08.910,0.960,S-1119,S-1120,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0898,Internal,00:45:12.150,00:45:12.670,0.520,S-1123,S-1124,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0899,Internal,00:45:15.490,00:45:16.150,0.660,S-1127,S-1128,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0900,Internal,00:45:18.790,00:45:18.870,0.080,S-1130,S-1131,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0901,Internal,00:45:19.990,00:45:20.070,0.080,S-1132,S-1133,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0902,Internal,00:45:20.530,00:45:20.670,0.140,S-1133,S-1134,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0903,Internal,00:45:21.190,00:45:21.270,0.080,S-1134,S-1135,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0904,Internal,00:45:24.710,00:45:24.730,0.020,S-1136,S-1137,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0905,Internal,00:45:25.230,00:45:25.310,0.080,S-1137,S-1138,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0906,Internal,00:45:25.490,00:45:25.650,0.160,S-1138,S-1139,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0907,Internal,00:45:27.310,00:45:27.750,0.440,S-1140,S-1141,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0908,Internal,00:45:29.230,00:45:29.330,0.100,S-1142,S-1143,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0909,Internal,00:45:33.350,00:45:34.970,1.620,S-1145,S-1146,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0910,Internal,00:45:36.770,00:45:36.850,0.080,S-1147,S-1148,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0911,Internal,00:45:39.090,00:45:39.410,0.320,S-1149,S-1150,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0912,Internal,00:45:40.770,00:45:40.810,0.040,S-1152,S-1153,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0913,Internal,00:45:45.890,00:45:46.890,1.000,S-1157,S-1158,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0914,Internal,00:45:53.090,00:45:53.230,0.140,S-1162,S-1163,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0915,Internal,00:45:54.010,00:45:54.970,0.960,S-1163,S-1164,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0916,Internal,00:45:59.630,00:46:00.330,0.700,S-1167,S-1168,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0917,Internal,00:46:01.870,00:46:02.690,0.820,S-1169,S-1170,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0918,Internal,00:46:02.990,00:46:03.450,0.460,S-1170,S-1171,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0919,Internal,00:46:03.810,00:46:04.600,0.790,S-1171,S-1172,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
