Segment_ID,Start,End,Speaker,Speaker_Confidence,Speaker_Basis,Machine_HE,Reviewed_HE,Machine_EN,Reviewed_EN,Content_Class,Preliminary_Disposition,Control_IDs,External_Claim_IDs,Reviewer_A,Reviewer_B,Disagreement,Adjudication,Review_Status,Evidence_Link
S-0078,00:06:44.620,00:06:46.300,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"הכל בסדר, יאללה, תתחיל לעבוד,",,"everything is fine, let's go, start working,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0078
S-0079,00:06:46.420,00:06:49.140,Unresolved,Unknown,No automatic diarization; human audiovisual review required,ושום דבר לא קרה.,,and nothing happened.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0079
S-0080,00:06:49.800,00:06:50.720,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אפשרות שקיימת,",,"An option that exists,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0080
S-0081,00:06:50.720,00:06:53.000,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"היא לא נורא נפוצה, אני חייבת להגיד,",,"it's not terribly common, I have to say,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0081
S-0082,00:06:53.080,00:06:53.900,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אבל היא קיימת.,,but it does exist.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0082
S-0083,00:06:54.000,00:06:54.620,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אפשרות שנייה,",,"The second option,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0083
S-0084,00:06:55.040,00:06:57.440,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה שלכל אחד מהאנשים,",,"for each person,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0084
S-0085,00:06:57.680,00:07:00.500,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"יהיה איזשהו רעיון,",,"there will be some idea,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0085
S-0086,00:07:00.500,00:07:01.340,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"או איזשהו דבר,",,"or something,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0086
S-0087,00:07:01.500,00:07:04.160,Unresolved,Unknown,No automatic diarization; human audiovisual review required,והוא ישיר את זה למנחה לבדוק את זה.,,and he will present it to the moderator to check it.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0087
S-0088,00:07:04.620,00:07:04.840,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אוקיי?,,Okay?,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0088
S-0089,00:07:05.180,00:07:06.840,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה האופציה הכי רווחת,",,"This is the most profitable option,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0089
S-0090,00:07:06.900,00:07:08.640,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כי כל אחד שקורא את זה,",,"For anyone reading this,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0090
S-0091,00:07:08.740,00:07:10.760,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"למרות שאנחנו מכניסים את ארנון לתוך העניינים,",,"Despite us now including Arnon in the mix,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0091
S-0092,00:07:10.980,00:07:11.980,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"והוא יהיה גם מבוחן,",,"and he will also be examined,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0092
S-0093,00:07:12.420,00:07:14.700,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה יכול לראות,",,"one might see,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0093
S-0094,00:07:14.780,00:07:15.560,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כי מישהו יגיד,",,"that someone will say,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0094
S-0095,00:07:15.640,00:07:17.880,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"רגע, אולי כדאי שאתה עשה את הדברים האלה,",,"Hold on, maybe it's worth you doing these things,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0095
S-0096,00:07:17.880,00:07:18.720,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"לפני שאתה מגיש,",,"before you present,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0096
S-0097,00:07:19.000,00:07:19.680,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"תבדקי את זה,",,"check this,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0097
S-0098,00:07:19.760,00:07:20.560,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"והכל יהיה בסדר,",,"and everything will be fine,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0098
S-0099,00:07:20.680,00:07:22.040,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ואז זה עניין של כמה,",,"then it's a matter of how many,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0099
S-0100,00:07:23.540,00:07:25.300,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"בדרך כלל זה שבוע, שבועיים,",,"Usually it's a week or two,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0100
S-0101,00:07:25.440,00:07:27.020,Unresolved,Unknown,No automatic diarization; human audiovisual review required,וגמרנו על הדבר הזה.,,and we're done with this.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0101
S-0102,00:07:27.340,00:07:28.140,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אפשרות השלישית,",,"The third option is,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0102
S-0103,00:07:28.140,00:07:29.480,Unresolved,Unknown,No automatic diarization; human audiovisual review required,זה כן בחינה חוזרת.,,it is indeed a follow-up examination.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0103
S-0104,00:07:30.080,00:07:30.700,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זאת אומרת,",,"That means,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0104
S-0105,00:07:30.800,00:07:32.460,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"יש פה הרבה מאוד דברים,",,"there are many things here,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0105
S-0106,00:07:32.680,00:07:35.620,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אנחנו לא סומכים על המנחה משום מה,",,"we don't rely on the grade for some reason,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0106
S-0107,00:07:36.120,00:07:38.200,Unresolved,Unknown,No automatic diarization; human audiovisual review required,וגם זה לא כל כך הווח.,,and this isn't very certain.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0107
S-0108,00:07:39.180,00:07:39.780,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"עקרונית,",,"Essentially,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0108
S-0109,00:07:40.020,00:07:43.220,Unresolved,Unknown,No automatic diarization; human audiovisual review required,המנחה הוא זה שקובע גם את הוועדה שתהיה.,,The chair is the one who determines the committee as well.,,Action,Control-linked,A-14,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0109
S-0110,00:07:43.780,00:07:44.300,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זאת אומרת,",,"That means,",,Action,Control-linked,A-14,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0110
S-0111,00:07:44.300,00:07:45.400,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"קשה לי להאמין,",,"I find it hard to believe,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0111
S-0112,00:07:45.480,00:07:46.640,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אבל היו מקרים כאלה.,,But such cases did exist.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0112
S-0113,00:07:46.900,00:07:48.920,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"בתור החיית על דוקטורט,",,"As a doctoral student,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0113
S-0114,00:07:48.980,00:07:50.720,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"היו לנו מקרים לא נעימים כאלה,",,"We had such unpleasant cases too,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0114
S-0115,00:07:51.660,00:07:53.360,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אז זה יכול לקרות עקרונית.,,So this could happen essentially.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0115
S-0116,00:07:53.360,00:07:55.940,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אז בדרך כלל מה שקורה,",,"So generally what happens is,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0116
S-0117,00:07:56.080,00:07:57.880,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה שבאמת יש איזה שם שאלות,",,"There are indeed some questions of concern,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0117
